POS Hour,Item Name,Category,Group,Units Sold
16,Premium Vodka Martini,Liquor,Alcohol,3
16,Prime Rib Burger,Burgers,Food,159
16,Pulled Pork Sandwich,Burgers,Food,30
16,Quails Gate Pinot Blanc,Wine,Alcohol,4
16,Ravenswood Zinfandel,Wine,Alcohol,2
16,Robert Mondavi Merlot,Wine,Alcohol,2
16,Rusty Nail,Liquor,Alcohol,2
16,Rye,Liquor,Alcohol,17
16,Salmon Benedict,Breakfast,Food,6
16,San Pellegrino,Non Alc Beverage,Food,7
16,Sandwich,Sandwiches,Food,208
16,Sandwich ONLY,Sandwiches,Food,13
16,Sandwich to go,Sandwiches,Food,10
16,Sat Feature Wine,Wine,Alcohol,2
16,Sat Fish & Chip,Entrees,Food,6
16,Schooner Lager,Draft Beer,Alcohol,2
16,Schooner Pale,Draft Beer,Alcohol,2
16,Schooner Shaft Cream Ale,Draft Beer,Alcohol,2
16,ScrewDriver,Liquor,Alcohol,2
16,Seafood Pappardelle,Entrees,Food,39
16,Shot in the Dark,Wine,Alcohol,3
16,Side Bacon,Breakfast,Food,3
16,Side Fruit,Breakfast,Food,2
16,Side of Fries,Appetizers,Food,12
16,Side Toast,Breakfast,Food,9
16,Sleeman HB Glass,Draft Beer,Alcohol,8
16,Sleeman Jugs,Draft Beer,Alcohol,10
16,Smirnoff Ice,Coolers/Ciders,Alcohol,22
16,Smokie,Sandwiches,Food,24
16,Sol,Bottled Beer,Alcohol,31
16,Sorbet,Desserts,Food,6
16,Spanish Coffee,Liquor,Alcohol,4
16,Special $21,Entrees,Food,1
16,Special $9,Entrees,Food,1
16,Special 10.00,Entrees,Food,30
16,Special 11.00,Entrees,Food,2
16,Special 13.00,Entrees,Food,4
16,Special 14.00,Entrees,Food,2
16,Special 17.00,Entrees,Food,4
16,Special 18.00,Entrees,Food,2
16,Special 19.00,Entrees,Food,3
16,Special 22.00,Entrees,Food,13
16,Special 8.00,Entrees,Food,10
16,Spiced Apple Crumble,Burgers,Food,1
16,Spicy Chicken Soba,Burgers,Food,21
16,Spicy Meat Pizza,Entrees,Food,4
16,Starter Classic Caesar,Soups/Salads,Food,9
16,Stella Artois,Bottled Beer,Alcohol,23
16,Sundried Tomato Ravioli,Entrees,Food,5
16,Talus Zinfadel bottle,Wine,Alcohol,2
16,Tanqueray,Liquor,Alcohol,4
16,Tapas Chef Choice,Appetizers,Food,7
16,Tapas Chicken,Appetizers,Food,2
16,Tapas Seafood,Appetizers,Food,1
16,Tapas Vegetarian,Appetizers,Food,2
16,Taylors Port Btl,Liquor,Alcohol,1
16,Tea,Non Alc Beverage,Food,92
16,Three Cheese Flatbread,Appetizers,Food,14
16,Three Piece Halibut & Chips,Entrees,Food,2
16,Thur Dry Rib,Appetizers,Food,5
16,Thur Import Beer,Bottled Beer,Alcohol,2
16,Tue Fish Taco,Entrees,Food,6
16,Ultimate Steak Sandwich,Sandwiches,Food,53
16,Valentines Dinner,Entrees,Food,2
16,Vegetable Spinach Ciabatta,Burgers,Food,53
16,Virgin Caesar,Non Alc Beverage,Food,6
16,Vodka,Liquor,Alcohol,38
16,Water-Bottle,Non Alc Beverage,Food,120
16,Wednesday 1/2L Wine,Wine,Alcohol,2
16,Wednesday Appy,Appetizers,Food,17
16,Wednesday Gl Wine,Wine,Alcohol,39
16,Wednesday Sleeve,Draft Beer,Alcohol,158
16,West Coast Seafood Salad,Soups/Salads,Food,19
16,White Rum,Liquor,Alcohol,63
16,Wine Spritzer,Wine,Alcohol,11
16,Wolf BlaDinner,Entrees,Food,3
16,Wolf BlaWine,Wine,Alcohol,3
16,WolfblaRed Label Cab Merlot,Wine,Alcohol,19
16,Woody's Cooler,Coolers/Ciders,Alcohol,3
16,Wynns Cab Shrz Merlot,Wine,Alcohol,1
16,Yam Fries,Appetizers,Food,47
16,Yellowglen Pink for 2,Wine,Alcohol,2
17,$12 Express Lunch,Entrees,Food,21
17,* Course Break,Entrees,Food,26
17,* Don't Make,Appetizers,Food,54
17,* Fire Order,Food Modifiers,Food,21
17,1/2 Lindemans Bin 45 Cabernet,Wine,Alcohol,5
17,1/2 Lindemans Bin 65 Chard,Wine,Alcohol,1
17,1/2 Sandwich,Sandwiches,Food,73
17,1/2L Eaglehawk Chard,Wine,Alcohol,1
17,1/2L Linden Bay Merlot,Wine,Alcohol,20
17,1/2L Mezzamondo Negroamaro,Wine,Alcohol,1
17,1/2L Naked Grape Pinot Grigio,Wine,Alcohol,23
17,1/2L Red Label Unwooded Chardonnay,Wine,Alcohol,2
17,1/2L Rosemnt Road R,Wine,Alcohol,4
17,1/2L WolfblaCab Merlot,Wine,Alcohol,1
17,2 Breakfast Sannys,Breakfast,Food,12
17,2 eggs and toast,Breakfast,Food,10
17,2 pc Snapper & Chips,Entrees,Food,1
17,3 Course Dinner Appy,Appetizers,Food,5
17,3 Course Dinner Dessert,Desserts,Food,4
17,3 Course Dinner Entree,Entrees,Food,9
17,4 Choice Tapas,Appetizers,Food,31
17,4 Pack Premium,Canned Beer,Alcohol,23
17,4oz  2 GlaWine,Wine,Alcohol,19
17,4oz Wine Glass,Wine,Alcohol,4
17,4pk Domestic Cans,Canned Beer,Alcohol,35
17,5 Pack Domestic,Canned Beer,Alcohol,8
17,5 Pack Premium,Canned Beer,Alcohol,7
17,50% off muffin,Appetizers,Food,11
17,50% off Sandwich,Sandwiches,Food,19
17,Add Cheese,Appetizers,Food,2
17,Add Chicken,Entrees,Food,9
17,Add Chicken,Soups/Salads,Food,7
17,Add One Egg,Breakfast,Food,3
17,Add Prawns,Entrees,Food,8
17,Add Prawns,Soups/Salads,Food,5
17,Amaretto,Liquor,Alcohol,11
17,Americano,Non Alc Beverage,Food,2
17,Appy Platter,Appetizers,Food,28
17,Artisan Greens Starter,Soups/Salads,Food,5
17,Bag - Peanuts,Appetizers,Food,13
17,Bag of Chips,Appetizers,Food,86
17,Baileys Coffee,Liquor,Alcohol,1
17,Baileys Irish Cream,Liquor,Alcohol,6
17,Banrock Station Shiraz Mataro,Wine,Alcohol,1
17,Barbeque Chicken Pizza,Entrees,Food,14
17,Basket Fries,Appetizers,Food,16
17,Bayou Bourban Choc Torte,Desserts,Food,12
17,BBQ Burger,Burgers,Food,2
17,Beringer Small Wine,Wine,Alcohol,1
17,Bin end $21,Wine,Alcohol,4
17,Bin end $26,Wine,Alcohol,2
17,Bin end $30,Wine,Alcohol,2
17,Bin End 39.95,Wine,Alcohol,2
17,Black Lager Glass,Draft Beer,Alcohol,9
17,Blueberry Tea,Liquor,Alcohol,1
17,Bocconcini Salad,Burgers,Food,28
17,Bombay Sapphire,Liquor,Alcohol,1
17,Bottle La Veille Ferme,Wine,Alcohol,2
17,Bottle of Pop,Non Alc Beverage,Food,206
17,Bottle Rosemount Road Red,Wine,Alcohol,17
17,Bowl Chowder,Soups/Salads,Food,84
17,Bowl Soup,Soups/Salads,Food,78
17,Breakfast Sandw ONLY,Breakfast,Food,21
17,Breakfast Sandwich,Breakfast,Food,20
17,Brown Cow,Liquor,Alcohol,1
17,Brunch Eggs Benny,Breakfast,Food,16
17,Brunch Golfers,Breakfast,Food,53
17,Brunch Omelette,Breakfast,Food,17
17,Brunch Waffles,Breakfast,Food,6
17,Btl Beringer Zinfan,Wine,Alcohol,3
17,BTL Inniskillan Cab Sav,Wine,Alcohol,2
17,BTL Jackson Triggs Pinot Noir,Wine,Alcohol,2
17,BTL Mezzamondo Negroamaro,Wine,Alcohol,1
17,Btl Perrin Reserve,Wine,Alcohol,2
17,BTL Toasted Head Merlot,Wine,Alcohol,2
17,Btl Wolf BlaChard,Wine,Alcohol,1
17,Bucket of Sol,Bottled Beer,Alcohol,1
17,Budweiser,Bottled Beer,Alcohol,60
17,Butter Chicken,Entrees,Food,7
17,Caesar,Liquor,Alcohol,85
17,Cajun Chicken Spinach Salad,Soups/Salads,Food,25
17,Cajun Halibut Burger,Burgers,Food,36
17,Canadian,Bottled Beer,Alcohol,15
17,Canned Beer $4,Canned Beer,Alcohol,2
17,Cappuccino,Non Alc Beverage,Food,1
17,Captain Morgan Spice,Liquor,Alcohol,1
17,Cash Bar - Coolers,Coolers/Ciders,Alcohol,27
17,Cash Bar - Highball,Liquor,Alcohol,97
17,Cash Bar - Juice,Non Alc Beverage,Food,1
17,Cash Bar - Pop,Non Alc Beverage,Food,31
17,Cash Bar - Wine Gl,Wine,Alcohol,70
17,CASH Dom Beer,Bottled Beer,Alcohol,118
17,CASH Premium,Bottled Beer,Alcohol,67
17,Chateau De Sancerre,Wine,Alcohol,3
17,Chili Lime Hummus,Appetizers,Food,5
17,Chipotle Fish Pocket,Entrees,Food,6
17,Chix Cranberry Salad,Soups/Salads,Food,78
17,Chocolate Bar,Appetizers,Food,66
17,Cilantro Chix Quessadilla,Entrees,Food,12
17,Clam & Chorizo Hot Pot,Appetizers,Food,4
17,Classic Caesar,Soups/Salads,Food,25
17,Classic Martini Gin,Liquor,Alcohol,6
17,Classic Martini Vodka,Liquor,Alcohol,3
17,Clos du Val Cabernet Sauvignon,Wine,Alcohol,2
17,Coffee,Non Alc Beverage,Food,854
17,Coffee and Doughnuts,Desserts,Food,5
17,Coffee muffin,Breakfast,Food,29
17,Continental Brunch,Breakfast,Food,2
17,Cookies,Sandwiches,Food,2
17,Coolers,Coolers/Ciders,Alcohol,88
17,Coors Light,Bottled Beer,Alcohol,61
17,Corona,Bottled Beer,Alcohol,5
17,Cosmopolitan,Liquor,Alcohol,3
17,Cracked Frank's Member Sleeve,Draft Beer,Alcohol,102
17,Crantini,Liquor,Alcohol,1
17,Crown Royal,Liquor,Alcohol,3
17,Crudites & Dip,Appetizers,Food,1
17,Dark Rum,Liquor,Alcohol,3
17,DB  Gin,Liquor,Alcohol,1
17,DB Bombay Sapphire,Liquor,Alcohol,3
17,DB Caesar,Liquor,Alcohol,8
17,DB D'Eaubonne,Liquor,Alcohol,1
17,DB Dirty Mother,Liquor,Alcohol,2
17,DB Glenfiddich,Liquor,Alcohol,1
17,DB Glenlivet,Liquor,Alcohol,2
17,DB Long Island,Liquor,Alcohol,3
17,DB Rye,Liquor,Alcohol,1
17,DB Tequilla Sunrise,Liquor,Alcohol,2
17,DB Vodka,Liquor,Alcohol,4
17,Dbl Highballs,Liquor,Alcohol,7
17,Dbl Premium Highballs,Liquor,Alcohol,6
17,Dessert $5,Desserts,Food,9
17,Dessert $6,Desserts,Food,11
17,Dirty Mother,Liquor,Alcohol,4
17,Domestic Beer,Canned Beer,Alcohol,197
17,Drambuie,Liquor,Alcohol,2
17,Eaglehawk Shiraz,Wine,Alcohol,10
17,Event Buffet,Entrees,Food,1
17,Express Sandwich,Sandwiches,Food,98
17,Feature Pitcher,Draft Beer,Alcohol,6
17,Frangelico,Liquor,Alcohol,2
17,Fruit Juices,Non Alc Beverage,Food,34
17,G2,Non Alc Beverage,Food,52
17,Gabbiano Chianti,Wine,Alcohol,3
17,Garlic Bread,Soups/Salads,Food,13
17,Garlic Herb Ribs,Appetizers,Food,30
17,Gatorade,Non Alc Beverage,Food,13
17,Gin,Liquor,Alcohol,11
17,Gl Beringer Zinfandel,Wine,Alcohol,1
17,Gl Lindemans Bin 45 Cabernet,Wine,Alcohol,29
17,Gl Lindemans Bin 65 Chard,Wine,Alcohol,15
17,Gl Linden Bay Merlot,Wine,Alcohol,58
17,GL Mezzamondo Negroamaro,Wine,Alcohol,2
17,Gl Naked Grape Pinot Grigio,Wine,Alcohol,63
17,GL Rosemnt Road R,Wine,Alcohol,40
17,Gl Rosemnt Road W,Wine,Alcohol,18
17,Gl Shandy,Draft Beer,Alcohol,3
17,GlaBeringer White Zinfandel,Wine,Alcohol,2
17,GlaEaglehawk Shiraz,Wine,Alcohol,13
17,GlaLager,Draft Beer,Alcohol,36
17,GlaRed Label Unwooded Chardonnay,Wine,Alcohol,4
17,GlaSumac Ridge Gewurztraminer,Wine,Alcohol,2
17,GlaWater,Non Alc Beverage,Food,22
17,Glawine,Wine,Alcohol,2
17,GlaWinter Ale,Draft Beer,Alcohol,33
17,GlaWolfblaRed Label CabMerlot,Wine,Alcohol,9
17,Glenfiddich,Liquor,Alcohol,7
17,Gls. Eaglehawk Chardonay,Wine,Alcohol,9
17,Greek Chicken Salad,Soups/Salads,Food,2
17,Greek Pizza,Entrees,Food,5
17,Greg Norman,Wine,Alcohol,2
17,Grilled Chicken Clubhouse,Sandwiches,Food,149
17,Growers Apple,Coolers/Ciders,Alcohol,14
17,Growers Pear,Coolers/Ciders,Alcohol,12
17,Growers Pomegranate,Coolers/Ciders,Alcohol,5
17,Guinness,Draft Beer,Alcohol,14
17,Half Pound Wings,Appetizers,Food,11
17,Half Sandwich,Sandwiches,Food,26
17,Halibut & Chips,Entrees,Food,39
17,Hardy's Oomo Shiraz,Wine,Alcohol,3
17,Heineken,Bottled Beer,Alcohol,24
17,Herman's Dark Lager,Bottled Beer,Alcohol,2
17,Host Beer,Bottled Beer,Alcohol,2
17,Host Domestic Btl,Wine,Alcohol,16
17,Host draft Beer,Draft Beer,Alcohol,3
17,Host Gl Wine,Wine,Alcohol,14
17,Host Hiball,Bottled Beer,Alcohol,21
17,Hot Chocolate,Non Alc Beverage,Food,26
17,Hot Dog,Sandwiches,Food,219
17,Hummus & Flat Bread,Appetizers,Food,16
17,Ice Tea,Non Alc Beverage,Food,48
17,Inniskillan Pinot Noir,Wine,Alcohol,2
17,J.W. Red,Liquor,Alcohol,2
17,Jack Daniels,Liquor,Alcohol,2
17,Jackson Triggs Esprit Cab Sauv,Wine,Alcohol,2
17,Jambalaya,Entrees,Food,15
17,Jim Beam,Liquor,Alcohol,1
17,Jug Lager,Draft Beer,Alcohol,17
17,Jug Winter Ale,Draft Beer,Alcohol,19
17,Juice,Non Alc Beverage,Food,94
17,"Kids 2 Eggs,Bacon & Tst",Breakfast,Food,2
17,Kids Chicken Fingers,Entrees,Food,6
17,Kids Trio Burger / Fries,Entrees,Food,3
17,Kids Waffles,Breakfast,Food,1
17,Kim Crawford Sauvignon Blanc,Wine,Alcohol,5
17,Kokanee,Bottled Beer,Alcohol,6
17,Korean Beef Stirfry,Entrees,Food,7
17,Lamb Souvlaki,Entrees,Food,34
17,Large Pop,Non Alc Beverage,Food,575
17,Latte,Non Alc Beverage,Food,1
17,Lemonade,Non Alc Beverage,Food,10
17,Litre Lindemans Bin 45 Cab Sauv,Wine,Alcohol,2
17,Long Island,Liquor,Alcohol,2
17,Love Potion #9 Martini,Liquor,Alcohol,3
17,Ltr Lindemans Bin 65 Chard,Wine,Alcohol,1
17,Ltr Linden Bay Merlot,Wine,Alcohol,10
17,Ltr Naked Grape Pinot Grigio,Wine,Alcohol,11
17,Margarita,Liquor,Alcohol,4
17,Margarita Special,Liquor,Alcohol,7
17,Mario's Vanilla Gelato,Desserts,Food,11
17,Matua Sav Blanc,Wine,Alcohol,2
17,Meal Size Garden Greens,Soups/Salads,Food,26
17,Meal Size Soup,Soups/Salads,Food,14
17,Mediterranean Chix Wrap,Burgers,Food,92
17,Mediterranean Pizza,Entrees,Food,16
17,Member House Wine,Wine,Alcohol,1
17,Member Jug,Draft Beer,Alcohol,14
17,Member Sleeve,Draft Beer,Alcohol,85
17,Milk,Non Alc Beverage,Food,7
17,Milkshake,Desserts,Food,1
17,Miller Genuine Draft,Canned Beer,Alcohol,7
17,Mini Liquor,Liquor,Alcohol,40
17,Mocktails,Non Alc Beverage,Food,1
17,Monster,Non Alc Beverage,Food,1
17,Mother's Day Brunch,Entrees,Food,10
17,Motts Caesar,Coolers/Ciders,Alcohol,48
17,Muffin,Appetizers,Food,77
17,Mug Shandy,Draft Beer,Alcohol,7
17,Naked Grape Spritzer,Coolers/Ciders,Alcohol,3
17,Non-Alcoholic Beer,Non Alc Beverage,Food,11
17,NY Steak & Frites,Entrees,Food,14
17,Oban,Liquor,Alcohol,1
17,One Piece Halibut & Chips,Entrees,Food,2
17,Osoyoos LaRose Grand Vin,Wine,Alcohol,1
17,Paralyzer Vodka,Liquor,Alcohol,2
17,Pasta Night $21.95,Entrees,Food,114
17,Penfolds Bin 2 Shiraz Mourvedre,Wine,Alcohol,4
17,Penfolds Bin 389,Wine,Alcohol,1
17,Penfolds Koonunga Hill Shrz Cab,Wine,Alcohol,3
17,Phat Italian,Burgers,Food,29
17,Pink Champagne,Wine,Alcohol,2
17,Pint 1516 Lager,Draft Beer,Alcohol,198
17,Pint Black Lager,Draft Beer,Alcohol,47
17,Pint Race Rocks,Draft Beer,Alcohol,2
17,Pint Sleeman Honey,Draft Beer,Alcohol,121
17,Pint Winter Ale,Draft Beer,Alcohol,243
17,Pizza Margarita,Burgers,Food,44
17,PizzaThe Italian,Entrees,Food,60
17,Pound Wings,Appetizers,Food,23
17,Power Bar,Sandwiches,Food,10
17,Premium Beer,Canned Beer,Alcohol,189
17,Premium Highball,Liquor,Alcohol,39
17,Prime Rib Burger,Burgers,Food,148
17,Pulled Pork Sandwich,Burgers,Food,29
17,Ravenswood Zinfandel,Wine,Alcohol,3
17,Robert Mondavi Merlot,Wine,Alcohol,2
17,Rosemount GSM,Wine,Alcohol,1
17,Rosemount Road White,Wine,Alcohol,3
17,Rye,Liquor,Alcohol,15
17,Salmon Benedict,Breakfast,Food,7
17,San Pellegrino,Non Alc Beverage,Food,8
17,Sandwich,Sandwiches,Food,174
17,Sandwich ONLY,Sandwiches,Food,6
17,Sandwich to go,Sandwiches,Food,7
17,Sat Feature Wine,Wine,Alcohol,3
17,Sat Fish & Chip,Entrees,Food,13
17,Schooner Lager,Draft Beer,Alcohol,3
17,Schooner Pale,Draft Beer,Alcohol,1
17,ScrewDriver,Liquor,Alcohol,1
17,Seafood Pappardelle,Entrees,Food,19
17,Shirley Temple,Non Alc Beverage,Food,2
17,Shooters,Liquor,Alcohol,15
17,Shot in the Dark,Wine,Alcohol,3
17,Side Bacon,Breakfast,Food,6
17,Side Fruit,Breakfast,Food,1
17,Side of Fries,Appetizers,Food,14
17,Side Toast,Breakfast,Food,4
17,Sleeman HB Glass,Draft Beer,Alcohol,11
17,Sleeman Jugs,Draft Beer,Alcohol,4
17,Smirnoff Ice,Coolers/Ciders,Alcohol,28
17,Smokie,Sandwiches,Food,35
17,Sol,Bottled Beer,Alcohol,55
17,Sorbet,Desserts,Food,2
17,Special $22,Entrees,Food,2
17,Special $23,Entrees,Food,1
17,Special $9,Entrees,Food,7
17,Special 10.00,Entrees,Food,19
17,Special 11.00,Entrees,Food,9
17,Special 12.00,Entrees,Food,4
17,Special 13.00,Entrees,Food,7
17,Special 17.00,Entrees,Food,3
17,Special 18.00,Entrees,Food,1
17,Special 19.00,Entrees,Food,9
17,Special 22.00,Entrees,Food,15
17,Special 8.00,Entrees,Food,9
17,Spiced Apple Crumble,Burgers,Food,8
17,Spicy Chicken Soba,Burgers,Food,26
17,Spicy Meat Pizza,Entrees,Food,8
17,Starter Classic Caesar,Soups/Salads,Food,18
17,Stella Artois,Bottled Beer,Alcohol,14
17,Stolichnaya,Liquor,Alcohol,1
17,Sumac  Ridge Gewurztraminer,Wine,Alcohol,2
17,Sundried Tomato Ravioli,Entrees,Food,1
17,Tapas Beef,Appetizers,Food,1
17,Tapas Chef Choice,Appetizers,Food,4
17,Taylors Port Btl,Liquor,Alcohol,1
17,Tea,Non Alc Beverage,Food,116
17,Three Cheese Flatbread,Appetizers,Food,16
17,Thur Dry Rib,Appetizers,Food,10
17,Thur Import Beer,Bottled Beer,Alcohol,4
17,Two 4 Break Sanny,Breakfast,Food,3
17,Ultimate Steak Sandwich,Sandwiches,Food,67
17,Valentines Dinner,Entrees,Food,5
17,Vegetable Spinach Ciabatta,Burgers,Food,69
17,Virgin Caesar,Non Alc Beverage,Food,3
17,Vodka,Liquor,Alcohol,41
17,Water-Bottle,Non Alc Beverage,Food,104
17,Wednesday 1/2L Wine,Wine,Alcohol,2
17,Wednesday Appy,Appetizers,Food,26
17,Wednesday Gl Wine,Wine,Alcohol,21
17,Wednesday Sleeve,Draft Beer,Alcohol,103
17,West Coast Seafood Salad,Soups/Salads,Food,33
17,White Rum,Liquor,Alcohol,38
17,Wine Spritzer,Wine,Alcohol,2
17,Wolf Bla40 Cab/Shrz/Mer,Wine,Alcohol,4
17,Wolf BlaDinner,Entrees,Food,3
17,Wolf BlaWine,Wine,Alcohol,2
17,WolfblaRed Label Cab Merlot,Wine,Alcohol,16
17,Wynns Riesling,Wine,Alcohol,2
17,Yam Fries,Appetizers,Food,38
18,$12 Express Lunch,Entrees,Food,32
18,$15 Beer & Lunch Feature,Draft Beer,Alcohol,1
18,* Course Break,Entrees,Food,56
18,* Don't Make,Appetizers,Food,45
18,* Fire Order,Food Modifiers,Food,36
18,1/2 L Cash Domestic,Wine,Alcohol,1
18,1/2 Lindemans Bin 45 Cabernet,Wine,Alcohol,10
18,1/2 Lindemans Bin 65 Chard,Wine,Alcohol,2
18,1/2 Sandwich,Sandwiches,Food,57
18,1/2L Eaglehawk Chard,Wine,Alcohol,2
18,1/2L Eaglehawk Shiraz,Wine,Alcohol,4
18,1/2L Inniskillan Cab Sav,Wine,Alcohol,2
18,1/2L Linden Bay Merlot,Wine,Alcohol,10
18,1/2L Mezzamondo Negroamaro,Wine,Alcohol,1
18,1/2L Naked Grape Pinot Grigio,Wine,Alcohol,15
18,1/2L Rosemnt Road R,Wine,Alcohol,7
18,1/2L Rosemnt Road W,Wine,Alcohol,3
18,1/2L WolfblaCab Merlot,Wine,Alcohol,2
18,2 Breakfast Sannys,Breakfast,Food,32
18,2 eggs and toast,Breakfast,Food,10
18,2 pc Snapper & Chips,Entrees,Food,5
18,4 Choice Tapas,Appetizers,Food,24
18,4 Pack Premium,Canned Beer,Alcohol,7
18,4oz  2 GlaWine,Wine,Alcohol,4
18,4oz Wine Glass,Wine,Alcohol,7
18,4pk Domestic Cans,Canned Beer,Alcohol,23
18,5 Pack Domestic,Canned Beer,Alcohol,13
18,5 Pack Premium,Canned Beer,Alcohol,4
18,50% off muffin,Appetizers,Food,21
18,50% off Sandwich,Sandwiches,Food,20
18,Add Chicken,Entrees,Food,9
18,Add Chicken,Soups/Salads,Food,3
18,Add Prawns,Entrees,Food,4
18,Add Prawns,Soups/Salads,Food,3
18,Amaretto,Liquor,Alcohol,2
18,Appy Platter,Appetizers,Food,15
18,Artisan Greens Starter,Soups/Salads,Food,6
18,Bac. Pineapple,Coolers/Ciders,Alcohol,4
18,Bag - Peanuts,Appetizers,Food,27
18,Bag of Chips,Appetizers,Food,128
18,Baileys Coffee,Liquor,Alcohol,1
18,Baileys Irish Cream,Liquor,Alcohol,4
18,Barbeque Chicken Pizza,Entrees,Food,16
18,Basket Fries,Appetizers,Food,11
18,Bayou Bourban Choc Torte,Desserts,Food,4
18,BBQ Burger,Burgers,Food,2
18,Beringer Napa Valley Merlot,Wine,Alcohol,2
18,Berry Bomb Martini,Liquor,Alcohol,2
18,Bin end $17.95,Wine,Alcohol,2
18,Bin end $19.95,Wine,Alcohol,2
18,Bin end $21,Wine,Alcohol,2
18,Bin end $35,Wine,Alcohol,2
18,Bin end $70,Wine,Alcohol,2
18,Bin End 39.95,Wine,Alcohol,2
18,Black Lager Glass,Draft Beer,Alcohol,9
18,Blueberry Tea,Liquor,Alcohol,2
18,Bocconcini Salad,Burgers,Food,19
18,Bombay Sapphire,Liquor,Alcohol,4
18,Bottle of Pop,Non Alc Beverage,Food,196
18,Bottle Rosemount Road Red,Wine,Alcohol,5
18,Bowl Chowder,Soups/Salads,Food,122
18,Bowl Soup,Soups/Salads,Food,141
18,Breakfast Sandw ONLY,Breakfast,Food,30
18,Breakfast Sandwich,Breakfast,Food,27
18,Brunch Eggs Benny,Breakfast,Food,20
18,Brunch Golfers,Breakfast,Food,68
18,Brunch Omelette,Breakfast,Food,15
18,Brunch Waffles,Breakfast,Food,11
18,Btl Banrock Station Unwood Chard,Wine,Alcohol,1
18,Btl Beringer Zinfan,Wine,Alcohol,2
18,BTL Mezzamondo Negroamaro,Wine,Alcohol,4
18,BTL Toasted Head Merlot,Wine,Alcohol,2
18,Btl Touraine Sauvignon,Wine,Alcohol,3
18,Budweiser,Bottled Beer,Alcohol,35
18,Butter Chicken,Entrees,Food,5
18,Caesar,Liquor,Alcohol,50
18,Cajun Chicken Spinach Salad,Soups/Salads,Food,16
18,Cajun Halibut Burger,Burgers,Food,32
18,Canadian,Bottled Beer,Alcohol,24
18,Cappuccino,Non Alc Beverage,Food,2
18,Captain Morgan Spice,Liquor,Alcohol,5
18,Cash Bar - Highball,Liquor,Alcohol,13
18,Cash Bar - Pop,Non Alc Beverage,Food,8
18,Cash Bar - Wine Gl,Wine,Alcohol,57
18,CASH Dom Beer,Bottled Beer,Alcohol,11
18,CASH Premium,Bottled Beer,Alcohol,6
18,Champagne & OJ,Liquor,Alcohol,5
18,Chateau La Couranconne,Wine,Alcohol,1
18,Chili Lime Hummus,Appetizers,Food,11
18,Chipotle Fish Pocket,Entrees,Food,5
18,Chix Cranberry Salad,Soups/Salads,Food,84
18,Chocolate Bar,Appetizers,Food,110
18,Cilantro Chix Quessadilla,Entrees,Food,11
18,Clam & Chorizo Hot Pot,Appetizers,Food,11
18,Classic Caesar,Soups/Salads,Food,34
18,Classic Martini Gin,Liquor,Alcohol,3
18,Classic Martini Vodka,Liquor,Alcohol,1
18,Coffee,Non Alc Beverage,Food,1358
18,Coffee and Doughnuts,Desserts,Food,3
18,Coffee muffin,Breakfast,Food,39
18,Continental Brunch,Breakfast,Food,1
18,Cookies,Sandwiches,Food,13
18,Coolers,Coolers/Ciders,Alcohol,116
18,Coors Light,Bottled Beer,Alcohol,43
18,Corona,Bottled Beer,Alcohol,1
18,Cosmopolitan,Liquor,Alcohol,1
18,Crab & Artichoke,Appetizers,Food,3
18,Cracked Frank's Member Sleeve,Draft Beer,Alcohol,112
18,Crown Royal,Liquor,Alcohol,12
18,Dark Rum,Liquor,Alcohol,9
18,DB Caesar,Liquor,Alcohol,7
18,DB Crown Royal,Liquor,Alcohol,9
18,DB Dark Rum,Liquor,Alcohol,2
18,DB Glenfiddich,Liquor,Alcohol,2
18,DB J.W. Red,Liquor,Alcohol,1
18,DB Rye,Liquor,Alcohol,5
18,DB Stoli,Liquor,Alcohol,4
18,DB Vodka,Liquor,Alcohol,6
18,DB WhiteRum,Liquor,Alcohol,2
18,Dessert $5,Desserts,Food,5
18,Dessert $6,Desserts,Food,13
18,Domestic Beer,Canned Beer,Alcohol,167
18,Drambuie,Liquor,Alcohol,12
18,Eaglehawk Shiraz,Wine,Alcohol,23
18,Espresso,Non Alc Beverage,Food,1
18,Event Buffet,Entrees,Food,12
18,Express Sandwich,Sandwiches,Food,98
18,Extra Cheese,Breakfast,Food,2
18,Famous Grouse,Liquor,Alcohol,1
18,Feature Pitcher,Draft Beer,Alcohol,8
18,Fri Cheese Plate,Entrees,Food,2
18,Fruit Juices,Non Alc Beverage,Food,37
18,G2,Non Alc Beverage,Food,71
18,Gabbiano Pinot Grigio,Wine,Alcohol,2
18,Garlic Bread,Soups/Salads,Food,18
18,Garlic Herb Ribs,Appetizers,Food,25
18,Gatorade,Non Alc Beverage,Food,17
18,Gin,Liquor,Alcohol,19
18,Gl Beringer Zinfandel,Wine,Alcohol,1
18,GL Cherry Point Blackberry Port,Wine,Alcohol,1
18,Gl Lindemans Bin 45 Cabernet,Wine,Alcohol,35
18,Gl Lindemans Bin 65 Chard,Wine,Alcohol,25
18,Gl Linden Bay Merlot,Wine,Alcohol,71
18,GL Marcus James Malbec,Wine,Alcohol,1
18,GL Mezzamondo Negroamaro,Wine,Alcohol,1
18,Gl Naked Grape Pinot Grigio,Wine,Alcohol,74
18,GL Rosemnt Road R,Wine,Alcohol,25
18,Gl Rosemnt Road W,Wine,Alcohol,20
18,Gl Shandy,Draft Beer,Alcohol,3
